Título|Fecha|Buesqueda por:
Perforaciones iniciales de ensayo en Codazzi, Magdalena. Producto. Versión año 1958. Informe 1311|Fecha: 01/01/1958|Hidrogeología
Modelo Hidrogeológico Conceptual Valle Medio del Magdalena. Planchas 108 y 119. Puerto Wilches, Barrancabermeja, Sabana de Torres y San Vicente de Chucurí. Versión 1 año 2019. Producto|Fecha: 29/11/2019|Hidrogeología
Estudio sobre el abastecimiento de aguas para la fábrica de cervezas del Consorcio de Cervecerías Bavaria, S. A. en Duitama, Departamento de Boyacá. Versión año 1947. Informe 553. Producto|Fecha: 01/07/1947|Hidrogeología
Hidrología de los valles de Ubaté y Chiquinquirá. Año 1981, Informe 1827|Fecha: 01/09/1981|Hidrogeología
Zonificación de la susceptibilidad y la amenaza relativa por movimientos en masa escala 1:100.000. Plancha 18 Ciénaga. Producto|Fecha: 01/05/2015|Hidrogeología
Lineamientos Técnicos para Elaboración de Mapas de Amenaza por Movimientos en Masa. Proyecto Investigación y Zonificación de Amenaza por movimientos en masa. Versión año 2013. Producto|Fecha: 01/01/2013|Hidrogeología
Informe de Levantamientos Geológicos sobre El Corredor Vial Valle de Toledo. Proyecto Hidroeléctrico Ituango. Puerto Valdivia, Departamento De Antioquia. Versión año 2018.Producto|Fecha: 22/06/2018|Hidrogeología
Modelo Hidrogeológico Conceptual Municipio de Yopal Departamento de Casanare. Escala 1:100.000. Versión año 2018. Visor Geográfico|Fecha: 10/07/2018|Hidrogeología
Modelo Hidrogeológico Conceptual Municipio de Yopal Departamento de Casanare. Escala 1:100.000. Versión año 2018. Producto|Fecha: 10/07/2018|Hidrogeología
Programa de Exploración de Aguas Subterráneas. PEXAS. Versión año 2004. Producto|Fecha: 30/12/2004|Hidrogeología
Concepto Técnico Condiciones de la Explotación Actual del Pozo 54 II A-58 San Sebastian Departamento del Magdalena. Versión año 2002. Producto|Fecha: 01/03/2002|Hidrogeología
Informe Técnico. Problemática del Suministro de Agua Potable en el Municipio de Yondó. Versión año 2001. Producto|Fecha: 01/03/2001|Hidrogeología
Aguas Subterráneas para el nuevo Hospital de Ubaté. Departamento de Cundinamarca. Versión año 1949. Informe 672. Producto|Fecha: 17/12/1949|Hidrogeología
Evaluacion del Recurso Hídrico Superficial con Fines de Ordenamianto Ambiental en un Territorio Municipal-|Fecha: 01/01/1998|Hidrogeología
Plan de manejo ambiental para el municipio de Ubaque, Cundinamarca. Año 1996|Fecha: 28/02/1995|Hidrogeología
Estudio Preliminar Sobre Posible Abastecimiento de Agua en El Carmen de Bolívar. Versión Año 1939. Informe 144. Producto|Fecha: 15/03/1939|Hidrogeología
Amenazas por deslizamientos y avalanchas sector Cambras-Utica-|Fecha: 01/01/1989|Hidrogeología
Mapa litoestratigráfico con permeabilidades de Colombia. Plancha 5-16. Escala 1:500.000|Fecha: 01/06/2010|Hidrogeología
Prospección Geoeléctrica para Agua Subterránea en La Vereda Mesas de San Juan, Municipio de Coyaima, Departamento del Tolima. Versión año 2002. Producto|Fecha: 01/05/2002|Hidrogeología
Registro de tiempo - Perforación - Columna litólogica - Diseño del pozo. Pozo 17 III D-96. Baranoa 1.-|Fecha: 03/11/1990|Hidrogeología
Informe sobre una fuente salada en el Municipio de Sopetrán. Versión año 1954. Informe 993. Producto|Fecha: 30/01/1954|Hidrogeología
RESULTADOS DE LAS PRUEBAS DE BOMBEO EN EL POZO NEGRO. MUNICIPIO DE BARBOSA. SANTANDER.|Fecha: 01/08/1998|Hidrogeología
Un acueducto de aguas subterráneas para las granjas de la Caja de Protección Social de la Policía Suba. Cundinamarca. Versión año 1953. Informe 979. Producto|Fecha: 01/12/1953|Hidrogeología
Estudio Geoeléctrico para Aguas Subterráneas - Pozo: Guepaje Municipio de San Pedro (Sucre)|Fecha: 01/12/1991|Hidrogeología
Modelación Numérica del Acuífero de la Formación Cacho en el Municipio de Nemocón. Año 1992|Fecha: 01/11/1992|Hidrogeología
Síntesis de Datos Sobre Acuíferos del Valle del Río Cauca, Propuesta de un Plan de Toma de Muestras de Isótopos Estables y Radioactivos Para el Año 2003. Evaluación de los Resultados del Año 2002 por los Acuíferos de Pereira, Maicao y Morroa.|Fecha: 01/11/2002|Hidrogeología
Proyecto Carbonifero La Victoria - La Jagua de Ibirico Cesar - Informe Final de Exploracion I.F.E. 1999|Fecha: 01/08/1999|Hidrogeología
Proyecto Cerrejón Zona Norte, Convenio RC - 1336 - C. -|Fecha: 01/11/1961|Hidrogeología
Mapa de Localización de Sondeos Eléctricos Verticales (SEV) Representativos de las Distintas Unidades Hidrogeológicas y Mapa de Anomalías Radiométricas. Planchas No. 5-06, 5-09, 5-13 y 5-14. Versión año 2000. Producto|Fecha: 01/10/2000|Hidrogeología
"Estudio de factibilidad en el área de ""El Descanso"" Departamento del Cesar - Colombia."|Fecha: 28/02/1987|Hidrogeología
Cartografía Geológica de la Zona Centro y Sur del Departamento del Meta -Planchas 286, 287, 288, 289, 290, 307, 308. Escala 1:100.000. Producto. Versión 2010.|Fecha: 01/09/2010|Hidrogeología
Perforación de un Pozo para La Explotación de Agua Subterránea en La Vereda Hilarco. Municipio de Purificación, Tolima. Versión año 1996. Producto|Fecha: 01/01/1996|Hidrogeología
Integración de la Cartografía Geológica de los Llanos Orientales: departamentos del Meta y sector suroccidental del departamento de Casanare - Planchas 248, 249, 250, 251, 252, 267, 268, 269, 270 y 271. Escala 1:100.000. Producto. versión 2010.|Fecha: 01/09/2010|Hidrogeología
Informe de Comisión de Campo: Proy. Manejo Integral y Sostenido de los recursos Hídricos subterráneos de America Latina.-|Fecha: 01/10/2001|Hidrogeología
Resultados de la Perforación, Construcción y Análisis del Pozo 342-IV-D-023, la Quinta, Rivera, Huila.-|Fecha: 01/10/2002|Hidrogeología
Prefactibilidad minera de El Descanso, Departamento del César, Colombia.|Fecha: 28/02/1991|Hidrogeología
Mapa geológico y localización de de pozos, Aljibes y Manantiales - Exploracíon de Acuíferos en las Poblaciones de El Banco, Guamal, San Sebastián, Santa Ana, San Zenón|Fecha: 01/12/1989|Hidrogeología
Proyecto Carbones Boyacá. Sondeo No. 7.-|Fecha: 26/06/1982|Hidrogeología
Estudio geoeléctrico en las Comunidades de El Mamón, Ibagué, Las Delicias, Palermo, Cocorote y La Guajira. Municipio de Since. Departamento de Sucre.-|Fecha: 01/03/1998|Hidrogeología
"Mapa Hidrogeológico de Sucre, Mapa de Vulnerabilidad Método ""GOD"""|Fecha: 31/12/2002|Hidrogeología
Patilla Mine Study. - Two Pit Mine General Layout.|Fecha: 31/12/1984|Hidrogeología
Perforación y Construcción de Pozos en el Área de Rivera - Huila. Exploración Regional de Aguas Subterráneas|Fecha: 01/12/1999|Hidrogeología
Mapa Hidrogoequímico - Cobertura Tipos de Aguas Subterráneas - Cobertura Isolíneas de Sólidos Disueltos - Plancha 5-03|Fecha: 31/12/2003|Hidrogeología
Investigación Geoeléctrica para Prospección de Agua Subterránea en Los Llanos Orientales, Colombia. Versión año 1982. Producto|Fecha: 01/03/1982|Hidrogeología
Mapa Geológico de San Andres, Providencia y Santa Catalina - Mar Caribe, Colombia|Fecha: 01/08/2002|Hidrogeología
Mapa litoestratigráfico con permeabilidades de Colombia. Plancha 5-11. Escala 1:500.000|Fecha: 01/06/2010|Hidrogeología
Análisis de Los Resultados de La Perforación y Terminación del Pozo Sakalabulsan, Localizado en el Kilómetro 52 de la vía Riohacha - Maicao. Versión año 1995. Producto|Fecha: 01/04/1995|Hidrogeología
Informe Anual 1973.-|Fecha: 01/12/1973|Hidrogeología
Proyecto Plan de Manejo Integrado del Agua Subterránea en Pereira - PMIASP. Establecimiento Red de Monitoreo Puntos de Agua.|Fecha: 01/05/2002|Hidrogeología
Prospección hidrogeológica en los departamentos de Atlántico y Bolívar. Informe Sobre las Pruebas de Bombeo en el Pozo 23 II A-1, Arroyo Grande 2.|Fecha: 01/05/1985|Hidrogeología
Informe de Resultados de la Información Hidrogeoquímica de la Plancha 5-06: Atlas de aguas subterráneas.-|Fecha: 01/12/2003|Hidrogeología
Prospección geoeléctrica en la hacienda El Diamante, municipio de Alvarado, departamento del Tolima. -|Fecha: 01/05/1979|Hidrogeología
Leyenda del Mapa Geológico con Localización de Pozos, Aljibes, Manantiales y Diagramas de Stiff. Contrato No 090 de 1986|Fecha: 01/01/1986|Hidrogeología
Convenio Modelación Matemática para La Gestión de Acuíferos en La Cuenca del Río Chicú – Colombia. Informe de Avance. Versión año 2000. Producto|Fecha: 01/07/2000|Hidrogeología
Exploración y Evaluación de Aguas Subterraneas. Estado Actual y Proyecciones|Fecha: 01/06/2002|Hidrogeología
Informe de la comisión técnica realizada al pozo del acueducto de la inspección de Castilla, municipio Coyaima, Tolima.|Fecha: 08/08/1999|Hidrogeología
Mapa Hidrogoequímico - Cobertura Tipos de Aguas Subterráneas - Cobertura Isolíneas de Sólidos Disueltos - Plancha 5-01|Fecha: 31/12/2002|Hidrogeología
Frío, La Arenosa, Hacienda Lisboa y Sector del Tanque del Acueducto del Municipio de Rivera, Departamento del Huila. Informe LGF-011-|Fecha: 01/01/2003|Hidrogeología
Estudio Hidrogeológico y Plan de Manejo de Agua Subterránea en el Sector Nororiental de la Cuenca del Río Magdalena, Depto de Huila. Versión año 1998.|Fecha: 01/06/1998|Hidrogeología
Mapa de Vulnerabilidad a la Contaminación de los Acuíferos de la Sabana de Bogotá (Método God) Departamento de Cundinamarca. -Mapa Nº1. Año 1997|Fecha: 31/07/1997|Hidrogeología
Fuentes Termales en Colombia. Extractos de Informes e Informaciones. Versión año 1958. Informe 1295. Producto|Fecha: 01/06/1958|Hidrogeología
Estudio Geoeléctrico Vereda Sardinata Municipio Campo Alegre - Huila|Fecha: 01/07/2000|Hidrogeología
Mapa Hidrogeológico departamento de Sucre.|Fecha: 01/12/2000|Hidrogeología
Prospección geológica y geoeléctrica para aguas subterráneas en la vereda de Palmito, Sucre. -|Fecha: 01/12/1989|Hidrogeología
Perforación, análisis y resultados obtenidos en la construción del pozo Hacienda el Hachón, Caracolicito-El Copey, departamento del Cesar . Producto. Versión año 1991. Informe 2147|Fecha: 30/09/1991|Hidrogeología
Estudio Geoeléctrico Inspección de Policía de Castilla, Municipio de Coyaima, Tolima. Versión año 1999.Informe 02441.|Fecha: 01/08/1999|Hidrogeología
Localización de una perforación para el Sena, Popayán. Año 1971. Informe 1589|Fecha: 01/06/1971|Hidrogeología
Estudio preliminar para el abastecimiento con agua subterránea del Centro Agropecuario del Sena, Espinal, Tolima. Año 1970. Informe 1553|Fecha: 01/03/1970|Hidrogeología
Pozo de prueba Puerto Asís No.1, Putumayo.|Fecha: 01/04/1970|Hidrogeología
Abastecimiento de aguas subterráneas para el municipio de los Santos, Santander. Año 1970. Informe 1555|Fecha: 01/03/1970|Hidrogeología
Columna estratigrafía - Arroyo de Irruapaha - Arroyo de Huachacharu - Arroyo de Youjararu|Fecha: 01/01/1975|Hidrogeología
Investigación Geoeléctrica para Aguas Subterráneas, Finca Caracolí, Guamo, Tolima.-|Fecha: 01/12/1978|Hidrogeología
Investigación Geoeléctrica para Aguas Subterráneas, Finca La Palmera, Guamo, Tolima. Versión año 1978. Informe 1755. Producto|Fecha: 12/12/1978|Hidrogeología
Investigación Geoeléctrica para Aguas Subterráneas, Finca El Almendro, Guamo, Tolima. Versión año 1978. Informe 1756. Producto|Fecha: 12/12/1978|Hidrogeología
Investigación Geoeléctrica para Aguas Subterráneas, Finca de Jorge Guzmán, Saldaña, Tolima. Informe 1757. Versión año 1978. Producto|Fecha: 12/12/1978|Hidrogeología
Perfil Típico para Análisis de Estabilidad en el área de San Pedro. Escala 1:2.000. Versión año 1986. Producto|Fecha: 01/11/1986|Hidrogeología
Estudio hidrogeológico en el Charquito y Canoas.|Fecha: 01/07/1994|Hidrogeología
Perforación y construcción de la red de piezómetros del sur de la isla de San Andrés - Estudio de contaminación de acuíferos en la isla de san Andrés.|Fecha: 01/12/1998|Hidrogeología
Resultados de la perforación, construcción y análisis del pozo 323-IV-D-025 La Esmeralda. Municipio de Rivera - Huila. Año 2000|Fecha: 01/07/2000|Hidrogeología
Resultados de la perforación, construcción y análisis del pozo 323-IV-D-023 San Mateo. Municipio de Rivera - Huila. Año 2000|Fecha: 01/06/2001|Hidrogeología
Resultados de la Perforación, Construcción y Análisis del Pozo 345-II-C-035 Vega de Oriente, Municipio de Campoalegre - Huila. Año 2000|Fecha: 01/11/2000|Hidrogeología
Informe de Interventoría Contrato Interadministrativo 002 de 2001: Pozo No 1 - Loz Pozos. Municipio de San Vicente del Caguán.-|Fecha: 01/04/2002|Hidrogeología
Exploración y Evaluación de Aguas Subterráneas. Informe de Avance de la Perforación, Construcción y Análisis del Pozo 264-lll-D-001 Holanda en Purificación - Tolima.|Fecha: 01/07/2002|Hidrogeología
Perforación, análisis y resultados obtenidos en la construcción del pozo Los Palmitos, ( Los Palmitos, Sucre). Año 1991. Carta Técnica 119|Fecha: 01/11/1991|Hidrogeología
Resultado de la ejecución de la prueba de bombeo en los pozos del acueducto de Maicao, Departamento de La Guajira. Año 1999. Informe 2325|Fecha: 01/06/1999|Hidrogeología
Resultados de la perforación, construcción y análisis del pozo 283- I-A- 066 Castilla, municipio de Coyaima, Tolima. -|Fecha: 01/09/2000|Hidrogeología
Detección de Galerías Subterráneas. - Barrios Villa Lucía, Los Balcones y Los Álamos (Pasto Nariño). Año 1997|Fecha: 01/09/1997|Hidrogeología
Plan de Ordenamiento y Manejo de los Complejos Cenagosos en el Municipio de Calamar - Bolivar|Fecha: 01/01/1996|Hidrogeología
Exploración y Evaluación de Aguas Subterráneas. Resultados de la Perforación, Construcción y Análisis del Pozo 323-lV-D-024 Arenoso 1-Rivera Huila.|Fecha: 01/07/2003|Hidrogeología
Exploración y Evaluación de Aguas Subterráneas. Resultados de la Perforación, Construcción y Análisis del Pozo 75-lV-D-030 Aguachica 1 Aguachica Cesar. Producto. Versión año 2003|Fecha: 01/10/2003|Hidrogeología
Construcción de Tres Pozos Profundos Para la Explotación de agua Subterránea en el Municipio de San Vicente del Caguán.|Fecha: 01/04/2002|Hidrogeología
Exploración y Evaluación de Aguas Subterráneas. Informe Final de la Perforación, Construcción y Análisis del Pozo 264-lll-C-002 Cucharo - Saldana - Tolima. Versión año 2002.|Fecha: 01/07/2002|Hidrogeología
Informe Geofísico Área del Cerro La Teta para el Estudio Hidrogeológico de La Media y Baja Guajira, Fase 2. Versión año 1980. Informe 1788. Producto|Fecha: 01/02/1980|Hidrogeología
Hidroquímica en los Valles de Ubaté y Chiquinquirá. año 1981, Informe 1840|Fecha: 01/04/1981|Hidrogeología
Prospección Hidrogeológica en la Granja Experimental Montelindo, Departamento de Caldas. Versión año 1982. Informe 1892. Producto|Fecha: 01/08/1982|Hidrogeología
Prospección Geoeléctrica en los Municipios de Bello, Sopetrán, Antioquia. Versión año 1984. Informe 1935. Producto|Fecha: 01/05/1984|Hidrogeología
Investigación Geoeléctrica con Sondeos Largos en el Centro de Investigaciones Agropecuarias Tibaitatá del ICA, Sabana de Bogotá. Informe 1936. Año 1984. Producto|Fecha: 01/11/1984|Hidrogeología
Modelo del balance de humedad del suelo propuesto para el cálculo de la recarga en La Sabana de Bogotá. Versión año 1991. Producto|Fecha: 01/07/1991|Hidrogeología
Plan de investigaciones para el desarrollo sostenible de los recursos hídricos subterráneos en la sabana de Bogotá - Convenio EAAB - Ingeominas P -0287 - 94. Año 1997|Fecha: 22/09/1997|Hidrogeología
Exploración geológica en la parte norte del municipio de Chocontá. Año 1999. Informe 2307|Fecha: 01/12/1999|Hidrogeología
Perforación y Construcción de un Pozo para Explotación de Agua Subterránea en el Hospital La Candelaria, Purificación Tolima. Proyecto F97M01, Purificación Tolima. Versión año 1997. Producto|Fecha: 01/11/1997|Hidrogeología
Exploración azufre rio Nasates relación de trabajos efectuados en 1969|Fecha: 01/08/1969|Hidrogeología
Perforación un Pozo de Producción de Agua Subterránea en Mesas de San Juan Depto del Tolima. Versión año 1996. Informe 4101. Producto|Fecha: 01/07/1996|Hidrogeología
Plan de ordenamiento, prevención de desastres y saneamiento ambiental del rio Otún|Fecha: 01/01/1987|Hidrogeología
Exploración de aguas subterráneas en los municipios Aracataca, Fundación y Ciénaga departamento del Magdalena|Fecha: 30/01/1991|Hidrogeología
Prospección hidrogeológica en los departamentos del Atlántico y Bolívar|Fecha: 30/09/1980|Hidrogeología
Estudio Geoeléctrico en La Población de Ciénaga, Magdalena. Contrato INGEOMINAS – Gobernación del Magdalena. Proyecto: Investigación Hidrogeológica en el Municipio de Ciénaga. Versión año 1991. Producto|Fecha: 01/02/1991|Hidrogeología
Estudio Hidrogeológico del Flanco Nororiental de la Serranía de San Jacinto y de la Zona Litoral del Golfo de Morrosquillo. Tomo II Geoeléctica. Convenio entre la República de Colombia y El Reino de Los Países Bajos. Versión año 1981. Producto|Fecha: 01/03/1981|Hidrogeología
Estudio Hidrogeológico del Flanco Nororiental de la Serranía de San Jacinto y de la Zona Litoral del Golfo de Morrosquillo. Tomo I Generalidades, Geología. Convenio entre La República de Colombia y El Reino de Países Bajos. Versión año 1981. Producto|Fecha: 01/03/1981|Hidrogeología
Posibilidades de abastecimiento con agua subterránea para la Granja Motilonia del ICA, Municipio de Agustín Codazzi, Departamento del Cesar. Producto. año 1974. Informe 1663|Fecha: 01/10/1974|Hidrogeología
Prospección geoeléctrica de aguas subterráneas en el departamento del Atlántico-|Fecha: 01/12/1984|Hidrogeología
Estudio Geoeléctrico en Hato de Iglesias, Ortega y Papagala, San Luis. Versión año 1986. Informe 2018. Producto|Fecha: 01/04/1986|Hidrogeología
Estudio geoeléctrico para la ubicación de un pozo para abastecimiento de agua subterránea en la finca San Bernardo, Tenjo, Cundinamarca. -|Fecha: 01/10/1985|Hidrogeología
Estudios Hidrogeologicos de la costa Atlantica.|Fecha: 01/10/1996|Hidrogeología
Modelación numérica del acuífero de La Formación Labor y Tierna, Grupo Guadalupe, en la Vereda La Punta, Municipio de Tenjo. Versión año 1991. Producto|Fecha: 01/12/1991|Hidrogeología
Exploración y Evaluación de Aguas Subterráneas. Informe Perforación Exploratoria y Análisis del Pozo 264-lll-C-002 El Aceituno en Ortega - Tolima. Año 2003|Fecha: 01/11/2002|Hidrogeología
Geofísica en Las Áreas de Ubaté y Chiquinquirá. Versión año 1981. Informe 1843. Producto|Fecha: 01/07/1981|Hidrogeología
Estudio geoeléctrico en la región de Armero. -|Fecha: 01/01/1985|Hidrogeología
Evaluación de la Recarga Proveniente de la Precipitación en la Parte Norte de la Sabana de Bogotá. Año 1991. Informe 2143|Fecha: 30/04/1991|Hidrogeología
Mapa de Aguas Subterráneas del Departamento de Sucre en Escala 1:250.000. Exploración y evaluación de Aguas Subterráneas. Versión año 2002. Producto|Fecha: 01/11/2002|Hidrogeología
Mapa Hidrogeológico de Córdoba. Escala 1:250.000. Versión año 2004. Producto|Fecha: 01/02/2004|Hidrogeología
Memoria Geofísica. Plancha 5-02. Atlas de Aguas Subterráneas de Colombia. Informe Final -|Fecha: 01/09/2001|Hidrogeología
Memoria Geofísica. Plancha 5-03. Atlas de Aguas Subterráneas de Colombia. Informe Final -|Fecha: 01/10/2001|Hidrogeología
Evaluacion Hidrogeológica y de Contaminación de Acuíferos en la Zona Bananera de Santa Marta. Departamento del Magdalena. Informe final. Año 1998|Fecha: 01/12/1998|Hidrogeología
Atlas de Aguas Subterráneas de Colombia. Cobertura Estado del Recurso. Plancha 5-14.-|Fecha: 31/12/2002|Hidrogeología
Necesidad de Evaluar el Recurso y Soluciones de Contingencia para el Abastecimiento. El recurso de Agua Subterránea en el Departamento de la Guajira. Producto año 1998|Fecha: 01/02/1998|Hidrogeología
Manejo Integrado y Sostenible de los Recursos Hidricos Subterráneos en Ameríca Latina.|Fecha: 01/10/2000|Hidrogeología
Aspectos técnicos para la formulación de planes de protección de aguas subterráneas. -|Fecha: 01/01/2001|Hidrogeología
Evaluación Integral del Recurso Hídrico Subterráneo en el País.|Fecha: 01/02/1999|Hidrogeología
Boletín Geológico - Volumen 25, No. 1 -|Fecha: 01/12/1982|Hidrogeología
Mapa Hidrogeológico de Córdoba, escala 1:250.000. Consideraciones Técnicas para el Manejo del Agua Subterranea en el Departamento de Córdoba. Versión año 2003. Producto|Fecha: 01/10/2003|Hidrogeología
Exploración Hidrogeológica Regional de Córdoba y Sucre. Mapa de Inventario de Puntos de Agua del Departamento de Sucre.|Fecha: 01/12/1999|Hidrogeología
Exploración y Evaluación de Aguas Subterráneas - Estado actual y proyecciones.|Fecha: 18/06/2002|Hidrogeología
Informe Preliminar de la Hidrología del Proyecto Atlántico- Bolívar. Año 1981. Informe 1862|Fecha: 01/12/1983|Hidrogeología
Geología del Departamento de Bolívar al Norte del Canal del Dique. -|Fecha: 01/06/1985|Hidrogeología
Informe de Caracterización Geoquímica e Isotópica de los Acuíferos de la Cuenca alta del Río Bogotá. Año 2001|Fecha: 01/10/2001|Hidrogeología
Aplicación de Técnicas Isotópicas en Aguas Subterráneas Col/8/019. Primer Informe Parcial de Actividades.|Fecha: 01/07/1997|Hidrogeología
Prospectiva y Perspectiva del Agua en Colombia y en el Departamento de Sucre.|Fecha: 01/06/2003|Hidrogeología
Prospección geoeléctrica para aguas subterráneas en la región septentrional del departamento de Bolívar. -|Fecha: 01/09/1985|Hidrogeología
Perforación de pozos profundos en los Departamentos de Atlántico y Bolívar al norte del Canal del Dique. Año 1985. Informe 1969|Fecha: 01/01/1985|Hidrogeología
Investigación geoeléctrica en la evaluación de reservas de grava y arena, cantera La Fiscala (Concretos Diamante), Bogotá, D. E. -|Fecha: 01/10/1978|Hidrogeología
Evaluación de la Recarga Proveniente de la Precipitación en la Zona Central, Sur y Oriente de la Sabana de Bogotá. Año 1991. Informe 2284|Fecha: 01/03/1991|Hidrogeología
Exploración de acuíferos de la Alta y Media Guajira. Capitulo II. Prospección Geofísica. Año 1973-1975. Informe 1668|Fecha: 01/06/1975|Hidrogeología
Exploración de Acuíferos de la Alta y Media Guajira. Capitulo I. Geología. Versión Año 1976. Informe 1668 A. Producto|Fecha: 01/12/1976|Hidrogeología
Proyecto Plan de Uso y Manejo de Corrientes Superficiales del Municipio de Zambrano, Volumen Hidrologia e Hidráulica de las Corrientes Superficiales. Versión año 1997. Producto|Fecha: 28/02/1997|Hidrogeología
Geoeléctrica entre Buga y Cartago, Valle del Cauca. Versión año 1976. Informe 1696. Producto|Fecha: 01/06/1976|Hidrogeología
Exploración de Acuíferos del Valle Medio del Magdalena. Escala 1:50.000. Versión Año 1976. Informe 1697. Producto|Fecha: 01/07/1976|Hidrogeología
Concepto Técnico Evaluación Impacto Ambiental Explotación del Pozo 170-II-D-001, vereda Pozo Negro, municipio de Barbosa. Versión año 2002. Producto|Fecha: 01/02/2002|Hidrogeología
Construcción de un Pozo para Explotación de Aguas Subterráneas en Chenche, Socorro, Los Guayabos, Municipio de Coyaima, Tolima. Versión año 1999. Informe 2328. Producto|Fecha: 01/06/1999|Hidrogeología
Exploración y Evaluación Regional de Aguas Subterráneas en el Área Metropolitana de Bucaramanga. Departamento de Santander. Escala 1:25.000. Versión año 2002. Producto|Fecha: 13/06/2002|Hidrogeología
Estudio Hidrogeológico en el Valle del Patía .Versión año 1991.Informe 2285|Fecha: 01/12/1991|Hidrogeología
Mapa Geomorfológico Hoya Hidrográfica del Río Zulia, Cuenca de los Ríos Tachira y Pamplonita|Fecha: 01/01/1964|Hidrogeología
Estudio Hidrogeológico en terrenos del nuevo colegio de Nuestra Señora del Rosario, Bogotá. Versión año 1953. Informe 962. Producto|Fecha: 01/10/1953|Hidrogeología
El Aprovechamiento de Energía Hidráulica en la Cuenca del Rio Bobo. Departamento de Nariño. Versión año 1940. Informe 325. Producto|Fecha: 14/10/1940|Hidrogeología
Informe de Reconocimiento: Fuente Termal El Volcán de Ciénaga, Magdalena. Año 1999|Fecha: 01/09/1999|Hidrogeología
Informe sobre las manifestaciones de cobre de El Tuto y Cascajales - Norte de Santander. Versión año 1973.|Fecha: 01/12/1973|Hidrogeología
Resultados de la perforación, construcción y análisis del pozo 283-I-C-Coyarco 1, Cabildo Indígena Coyarco. Municipio de Coyaima – Tolima. Año 2001|Fecha: 01/08/2001|Hidrogeología
Informe de Labores Durante la Decada 1960-1969. Informe 1561. Versión año 1970. Producto|Fecha: 01/08/1970|Hidrogeología
Estratigrafía, Facies y Ambiente de Depósito de la Formación Tambor|Fecha: 01/01/1986|Hidrogeología
Informe de la Geología del Pozo Nereidas 1 - Contrato Geoenergía Andina S.A. - GESA. Producto. Versión año 1997. Informe 2288|Fecha: 01/09/1997|Hidrogeología
Diagnóstico y asistencia técnica, explotación y fomento de la minería en el departamento. Inventario minero en el departamento de Cundinamarca Fase II - Parte 1. Aspectos generales. Versión año 1999.|Fecha: 01/05/1999|Hidrogeología
Estudio Geomorfológico e Hidrológico Regional de la cuenca del Río Mocoa y evaluación detallada de un sitio crítico. Anexos. Versión año 1994. Informe 2364. Producto|Fecha: 01/12/1994|Hidrogeología
Informe Anual 1972. -Direcciones regionales de Sogamoso, Medellin, Ibague y Bucaramanga. -|Fecha: 01/01/1972|Hidrogeología
Inventario Minero Nacional. Información Primaria. Contrato 238 de 1999.Escala 1:500.000. Versión año 2000. Producto|Fecha: 31/07/2000|Hidrogeología
Resultados de la Perforación, Construcción y Análisis del Piezómetro 227-IV D-104. Año 2002|Fecha: 01/06/2002|Hidrogeología
Posibilidades de embalse del arroyo Parash, bahía Honda, Guajira|Fecha: 01/11/1976|Hidrogeología
Compilación de Las Perforaciones Realizadas en el Área de La Sabana de Bogotá. Versión año 1967. Informe 1533. Producto|Fecha: 01/08/1967|Hidrogeología
Informe de la Visita Técnica al Relleno Sanitario de la Ciudad de Tunja Boyacá. Versión año 2005. Producto|Fecha: 20/09/2005|Hidrogeología
Informe de Labores Durante 1960-1961 Presentado por el Director del Servicio Geologico Nacional. Versión año 1961. Producto|Fecha: 01/06/1961|Hidrogeología
Zonificación de Amenaza por Movimientos en Masa en el Municipio de Cáqueza Cundinamarca. Versión año 2013. Producto|Fecha: 01/01/2013|Hidrogeología
Informe de Labores Durante 1962-1963 Presentado por el Director del Servicio Geologico Nacional -|Fecha: 01/06/1963|Hidrogeología
Zonificación Geomecánica de la Sabana de Bogotá. Año 2004|Fecha: 30/12/2004|Hidrogeología
Observaciones Preliminares para la Planta Piloto de Paipa. Departamento de Boyacá. Versión año 1943. Informe 386. Producto|Fecha: 30/04/1943|Hidrogeología
Recursos Carboníferos área Úmbita-Laguna de Tota|Fecha: 01/12/2008|Hidrogeología
Mapa Hidrogeológico en el área del Alto Patía. Proyecto SUB09-21 Aguas Subterráneas. Escala 1:100.000. Versión año 2010. Producto|Fecha: 01/12/2010|Hidrogeología
Investigación Geológica e Hidrogeológica en los Sectores Norte y Centro del Departamento de Boyacá. Versión año 2007. Producto|Fecha: 01/12/2007|Hidrogeología
Proyecto de investigación Geológica, Sísmica y Geotérmica en el Altiplano Nariñense. Tomo I. Convenio Interistitucional 046/2005. Producto año 2007|Fecha: 01/03/2007|Hidrogeología
Mapa de Inventario de puntos de Agua Subterranea - Macizo de Santander -|Fecha: 31/12/2007|Hidrogeología
Proyecto de Investigación Geológica e Hidrogeológica en La Región Central del Departamento de Santander. Tomo I. Investigación Geológica e Hidrogeológica en el Macizo de Santander. Acuerdo Específico 002/05. Versión año 2007. Producto|Fecha: 01/04/2007|Hidrogeología
Memoria explicativa de la investigación geológica e hidrogeológica en la zona Guanentina. Tomo II. Proyecto de investigación geológica e hidrogeológica en la región central del Departamento de Santander. Producto|Fecha: 01/04/2007|Hidrogeología
Mapa de Inventario de puntos de Agua Subterranea con conductividad eléctrica de la región Guanentina - Departamento de Santander -|Fecha: 31/12/2007|Hidrogeología
